Id,SalePrice
1774,128190.604902
1775,134728.799883
1776,127452.261683
1777,117685.685141
1778,127687.749648
1779,124725.614271
1780,174544.328794
1781,132122.846709
1782,99554.1512389
1783,132740.847946
1784,99084.1397073
1785,118034.971552
1786,149675.41357
1787,180335.186097
1788,62312.5320822
1789,85432.1130518
1790,96824.2166981
1791,174341.871588
1792,155089.636452
1793,143090.221955
1794,140437.447615
1795,139965.611145
1796,131750.855249
1797,112661.901256
1798,119448.77707
1799,117445.615995
1800,131128.167782
1801,132345.230661
1802,153136.3489
1803,153933.223581
1804,138925.720488
1805,135834.159628
1806,118366.925617
1807,148369.364302
1808,122398.386184
1809,129018.475159
1810,143149.228994
1811,112149.941312
1812,111837.632927
1813,124208.017878
1814,104823.941297
1815,63254.0246135
1816,107930.08851
1817,122711.221181
1818,142566.907943
1819,124420.373619
1820,87927.0038828
1821,123301.434295
1822,150718.981035
1823,61272.7945547
1824,141515.209422
1825,143163.621627
1826,108389.428115
1827,113066.413846
1828,134915.810505
1829,116881.523756
1830,149273.972276
1831,166319.840233
1832,117687.932517
1833,152550.90062
1834,147311.105796
1835,175051.968725
1836,131148.787594
1837,100271.065868
1838,143119.021998
1839,89204.982226
1840,168200.689638
1841,161774.348018
1842,90363.3380918
1843,143220.167886
1844,140298.630732
1845,141689.491264
1846,152518.629434
1847,152947.054744
1848,64633.9602855
1849,128264.73055
1850,128703.243224
1851,155995.030975
1852,129261.003032
1853,130739.845492
1854,178164.495966
1855,155759.053509
1856,221682.147053
1857,160577.298475
1858,136703.802597
1859,124096.270862
1860,150184.317032
1861,123976.680045
1862,299273.269456
1863,295333.813981
1864,295333.813981
1865,325979.401615
1866,319691.897776
1867,241004.788693
1868,293857.249118
1869,204261.980259
1870,259668.677712
1871,249012.765617
1872,168931.246714
1873,223557.285521
1874,134154.581834
1875,209102.016487
1876,196969.712928
1877,212399.986088
1878,208389.870824
1879,132661.110813
1880,132112.957279
1881,242625.403236
1882,267623.920933
1883,199923.140473
1884,217218.617898
1885,243192.240031
1886,307796.899489
1887,208121.914558
1888,296201.761238
1889,167848.731815
1890,131913.028359
1891,141736.691619
1892,113068.233531
1893,139404.5257
1894,124752.494818
1895,153829.423708
1896,123081.654009
1897,117375.987202
1898,119746.308822
1899,131026.83175
1900,152392.888555
1901,164026.256361
1902,150821.263218
1903,224655.163074
1904,134709.777394
1905,171537.65552
1906,144944.761865
1907,201470.423167
1908,117599.323636
1909,132106.816685
1910,125780.211927
1911,197298.085168
1912,280852.073218
1913,150911.108977
1914,63287.6086289
1915,270969.255206
1916,69622.538373
1917,261797.076848
1918,141117.208147
1919,152856.053042
1920,153358.344524
1921,380953.410517
1922,314363.775121
1923,214534.325722
1924,213068.646333
1925,215409.918313
1926,372587.485159
1927,135081.020725
1928,165808.177524
1929,122097.878694
1930,137786.153194
1931,138110.318464
1932,128008.017114
1933,174035.06102
1934,183973.956336
1935,177378.851662
1936,191196.476868
1937,184399.988247
1938,170765.71876
1939,243127.656016
1940,195244.026755
1941,177765.091752
1942,192444.587642
1943,197879.095055
1944,312791.982939
1945,369614.254346
1946,162574.018937
1947,305820.15854
1948,175227.046586
1949,242209.748583
1950,183548.59928
1951,290386.180183
1952,241055.753985
1953,160572.873169
1954,204489.355355
1955,125735.045091
1956,302225.865684
1957,156535.87866
1958,315729.984388
1959,141736.3568
1960,112243.898471
1961,121269.011222
1962,104439.115552
1963,109578.935369
1964,110099.214099
1965,154772.674518
1966,163522.184875
1967,316827.47287
1968,389963.001647
1969,390841.960735
1970,408914.546433
1971,406703.671828
1972,338144.853742
1973,266206.423052
1974,323398.630466
1975,409426.31871
1976,275662.392799
1977,370222.36846
1978,358610.100562
1979,332761.202681
1980,203321.951478
1981,341402.687211
1982,227906.133099
1983,213495.581694
1984,170930.950399
1985,207309.492466
1986,218759.364362
1987,180521.370571
1988,175835.502313
1989,191330.963118
1990,218745.615741
1991,210078.219321
1992,209555.583905
1993,174633.691927
1994,248155.581552
1995,184601.759656
1996,243497.048807
1997,306165.303524
1998,371974.845432
1999,245632.972011
2000,302456.499932
2001,269736.837948
2002,242294.100176
2003,263589.953386
2004,285407.143887
2005,212827.978483
2006,219675.784945
2007,249145.254585
2008,201372.440913
2009,191757.524612
2010,196318.55006
2011,158197.404368
2012,181594.599596
2013,180200.413394
2014,192001.910155
2015,201122.255795
2016,197485.413485
2017,201953.913941
2018,123055.9391
2019,129816.22935
2020,106073.036194
2021,114954.279004
2022,175909.61291
2023,146268.136849
2024,223142.733742
2025,367308.046539
2026,180290.075697
2027,144958.426858
2028,170478.408647
2029,173875.551082
2030,269842.153305
2031,236321.540108
2032,269278.409285
2033,253238.895418
2034,166012.809757
2035,201564.508994
2036,192593.710335
2037,197129.731195
2038,313395.917011
2039,198307.542446
2040,378830.654182
2041,280677.146688
2042,198966.454625
2043,168624.64955
2044,172281.783748
2045,217480.945678
2046,131934.459849
2047,149841.271958
2048,128013.350899
2049,134525.793635
2050,186548.895402
2051,107768.566296
2052,139422.833625
2053,146603.686054
2054,87889.3045791
2055,158054.422813
2056,131482.536416
2057,125860.944353
2058,217072.017357
2059,140971.236339
2060,170989.857442
2061,176820.262985
2062,136132.286465
2063,119176.087888
2064,140067.565687
2065,108039.245712
2066,169764.441262
2067,141368.152818
2068,134868.507401
2069,80554.7654535
2070,113388.529504
2071,98261.4292683
2072,130488.268939
2073,129768.802701
2074,179978.813373
2075,146234.307304
2076,122937.82106
2077,141851.248816
2078,124983.841276
2079,132447.728668
2080,120579.107601
2081,126351.938549
2082,127878.815941
2083,145144.923121
2084,113827.223497
2085,135088.992194
2086,119081.58875
2087,122842.127195
2088,99368.6058653
2089,102502.097968
2090,140858.851136
2091,130564.452312
2092,135528.730318
2093,128828.209536
2094,153686.458768
2095,154171.925959
2096,84862.8963318
2097,115336.564617
2098,146844.228611
2099,66993.4983358
2100,122625.604274
2101,128970.647122
2102,140950.971938
2103,111673.717366
2104,134143.629449
2105,144052.790581
2106,80976.2868299
2107,252994.159452
2108,119459.673823
2109,119238.235278
2110,127233.454897
2111,155864.265488
2112,136354.817264
2113,123332.966018
2114,119429.699558
2115,155494.207417
2116,114299.208572
2117,152026.821599
2118,120574.442615
2119,114893.328318
2120,116296.874468
2121,108600.495215
2122,106229.136167
2123,85962.9443325
2124,188746.045453
2125,138656.133103
2126,164597.801374
2127,164917.210226
2128,128518.895886
2129,117021.015236
2130,143266.220941
2131,161551.661747
2132,118044.05243
2133,117078.07182
2134,122364.758094
2135,117350.118817
2136,79873.3402661
2137,109590.759895
2138,136271.717277
2139,151851.83516
2140,135145.510284
2141,139625.734375
2142,138954.776967
2143,142532.293377
2144,133599.342757
2145,133310.876036
2146,143540.4334
2147,156351.32777
2148,126149.888187
2149,135393.355697
2150,205946.4301
2151,145091.288629
2152,178882.821689
2153,164560.171613
2154,94980.401596
2155,130946.860551
2156,232152.838732
2157,236601.537189
2158,226039.250571
2159,206410.076301
2160,172259.095928
2161,252964.646951
2162,393188.753772
2163,344700.97661
2164,262396.435229
2165,176249.169901
2166,140063.482643
2167,211021.474662
2168,210664.603712
2169,194331.438774
2170,215981.543228
2171,142567.705525
2172,140228.386778
2173,154902.357006
2174,245225.829962
2175,299985.977554
2176,344732.759867
2177,262487.374624
2178,230610.287216
2179,146204.392804
2180,196547.166346
2181,197631.076607
2182,225904.790477
2183,198002.528084
2184,142859.143376
2185,133261.318968
2186,146255.976781
2187,149244.44709
2188,157003.739594
2189,183815.673564
2190,92522.4916405
2191,93408.4180217
2192,85079.4744858
2193,111151.157321
2194,113807.698649
2195,109770.439283
2196,111391.581508
2197,114531.274742
2198,164143.418338
2199,159730.31943
2200,132460.364314
2201,124378.011994
2202,200699.853474
2203,160470.93419
2204,177351.01689
2205,112536.406922
2206,123745.518732
2207,252243.273305
2208,219978.41498
2209,193661.724004
2210,122192.827781
2211,119262.983756
2212,118728.223612
2213,110700.007228
2214,142362.463752
2215,111465.694692
2216,141691.657461
2217,67854.5829907
2218,87250.2427916
2219,71044.2597261
2220,96614.445029
2221,271618.808778
2222,241177.796601
2223,272154.784561
2224,226168.380284
2225,139795.141691
2226,177585.633169
2227,201124.451852
2228,281433.995763
2229,276794.985413
2230,161100.841529
2231,212904.961682
2232,181874.396624
2233,175017.070128
2234,228446.002314
2235,202296.127179
2236,297914.431473
2237,378664.617989
2238,219369.723889
2239,144772.335445
2240,161443.841933
2241,149446.994123
2242,132998.25628
2243,143653.079726
2244,91459.2279402
2245,92708.378603
2246,153081.806386
2247,111084.133688
2248,124491.620956
2249,124553.210955
2250,135512.586909
2251,147256.305467
2252,177843.576127
2253,158485.365405
2254,180228.925475
2255,191146.586682
2256,179214.570818
2257,196863.467947
2258,175915.071644
2259,179055.085863
2260,155065.62658
2261,193233.178246
2262,209909.645857
2263,338185.808336
2264,404975.506139
2265,175229.760437
2266,277246.05466
2267,389596.52622
2268,357003.806454
2269,166956.542893
2270,180764.490414
2271,245043.207897
2272,202906.776236
2273,161942.877778
2274,170509.46081
2275,160757.801643
2276,189223.927493
2277,179683.627184
2278,155573.267654
2279,119795.537082
2280,113086.647359
2281,173844.93759
2282,175516.895275
2283,104363.452317
2284,110887.328069
2285,161258.781726
2286,126525.914693
2287,345567.426579
2288,281470.347903
2289,390047.018182
2290,383306.731375
2291,342319.453469
2292,409863.812161
2293,404541.504061
2294,390676.9886
2295,389571.270567
2296,291022.88508
2297,311484.445038
2298,332724.978011
2299,407075.017873
2300,349181.581004
2301,292283.291776
2302,244163.207126
2303,269307.124117
2304,261479.420038
2305,174972.764041
2306,177002.070175
2307,183461.376917
2308,239596.833181
2309,278085.708524
2310,214120.899217
2311,202723.338795
2312,181167.02048
2313,176533.367914
2314,175955.165491
2315,173511.616722
2316,188778.655916
2317,177459.293949
2318,174431.130574
2319,175672.0463
2320,182450.761529
2321,263371.106238
2322,177972.715044
2323,180940.191529
2324,167728.338333
2325,215031.857875
2326,169413.924525
2327,212884.927984
2328,219927.958894
2329,188099.744861
2330,181083.935401
2331,342380.33803
2332,363549.672818
2333,321023.463894
2334,263617.510323
2335,243842.250083
2336,331220.771364
2337,202325.13844
2338,288584.214192
2339,239561.845479
2340,370919.84418
2341,209529.896803
2342,238620.730101
2343,222014.351498
2344,230569.129327
2345,257708.520465
2346,217594.989327
2347,198401.649783
2348,239047.352231
2349,149898.711099
2350,306433.441351
2351,253490.148239
2352,256853.504341
2353,220022.683921
2354,144746.725256
2355,173337.92671
2356,154072.444451
2357,199978.266465
2358,198480.228619
2359,130772.787414
2360,117332.467884
2361,132609.49586
2362,276350.564497
2363,140557.578071
2364,152908.901151
2365,221210.009328
2366,195204.083954
2367,226892.624636
2368,209905.318547
2369,228179.747529
2370,170839.000886
2371,172182.441459
2372,191203.328746
2373,268627.394144
2374,315114.203763
2375,238368.974198
2376,293831.823263
2377,378577.606289
2378,143063.738805
2379,195948.61321
2380,147901.933828
2381,161153.595769
2382,188268.669091
2383,205343.286964
2384,247683.931673
2385,151762.192864
2386,139720.407319
2387,136596.439834
2388,105994.618126
2389,129224.696829
2390,140176.722869
2391,133082.530468
2392,113497.536746
2393,169318.660461
2394,144921.035517
2395,193365.095955
2396,150211.254573
2397,201224.386955
2398,126379.807202
2399,62360.9734928
2400,65624.0165667
2401,117749.580729
2402,133829.017288
2403,132028.588448
2404,143132.959014
2405,153778.713284
2406,137308.918085
2407,126702.456688
2408,134804.327439
2409,135688.541315
2410,169140.258217
2411,124508.937617
2412,165824.619852
2413,136265.155516
2414,134888.320737
2415,129285.176708
2416,131154.007363
2417,126885.251562
2418,122947.607919
2419,130513.497171
2420,123881.963236
2421,155119.369971
2422,124776.823191
2423,137290.85149
2424,157451.766979
2425,173325.885468
2426,131109.705081
2427,143501.214055
2428,173836.460238
2429,112467.123614
2430,134246.852838
2431,123982.87987
2432,131632.748613
2433,140398.945445
2434,139316.783122
2435,145056.249355
2436,107647.493412
2437,111532.211809
2438,125894.645357
2439,117521.23174
2440,122182.954911
2441,96265.4267597
2442,109382.855984
2443,117673.334763
2444,124467.730718
2445,83838.2990795
2446,137314.564259
2447,236885.859311
2448,144186.377181
2449,116337.078729
2450,152289.554417
2451,127924.712831
2452,225197.977167
2453,97159.6815196
2454,126700.340713
2455,99027.8035195
2456,147836.760174
2457,116180.816019
2458,118730.520583
2459,112115.043045
2460,140067.013711
2461,119243.110359
2462,136724.476358
2463,115998.705317
2464,181151.283318
2465,126651.675254
2466,116046.756467
2467,145338.023665
2468,94009.4402582
2469,93419.6272235
2470,178388.287015
2471,189981.569844
2472,175489.356638
2473,116089.449258
2474,112593.092553
2475,230162.225984
2476,98333.8970611
2477,132944.890969
2478,162622.030842
2479,121775.73705
2480,135954.966162
2481,128369.436728
2482,133031.4013
2483,114290.779951
2484,124254.97583
2485,122507.205009
2486,153013.549512
2487,175452.080676
2488,160079.378108
2489,145799.917287
2490,151429.032048
2491,88764.1808229
2492,178228.727532
2493,136876.707962
2494,170281.774272
2495,97749.0790696
2496,224929.735888
2497,155085.34987
2498,116013.193018
2499,90196.926752
2500,124715.249726
2501,133566.472578
2502,149963.881576
2503,104736.27759
2504,191276.099333
2505,208371.948481
2506,255867.800518
2507,335087.38829
2508,255248.485279
2509,221789.133082
2510,239190.328086
2511,188716.619406
2512,209119.609107
2513,214946.103426
2514,254117.721877
2515,141542.18409
2516,154490.112453
2517,129347.621416
2518,155421.775141
2519,226427.307612
2520,203744.769055
2521,195000.313204
2522,221570.316052
2523,128883.687937
2524,134260.972339
2525,139045.595147
2526,136372.996098
2527,120053.535972
2528,123400.62776
2529,128705.069686
2530,110459.952844
2531,249669.198669
2532,230892.169172
2533,199012.243101
2534,238589.898726
2535,320494.509008
2536,225858.49238
2537,230634.999541
2538,188446.088372
2539,188684.417673
2540,177369.864318
2541,180226.88005
2542,160810.363865
2543,131512.84822
2544,128208.357012
2545,130352.856285
2546,143934.806012
2547,140960.296686
2548,152933.731837
2549,166419.955014
2550,446655.979976
2551,143286.238673
2552,123443.565986
2553,92768.0681153
2554,118313.062966
2555,119675.094771
2556,102544.048351
2557,117803.930932
2558,147069.985488
2559,135706.715017
2560,127376.088868
2561,147762.661638
2562,134719.088626
2563,144506.613473
2564,175034.815964
2565,128403.808168
2566,154040.472959
2567,133332.006887
2568,190740.506137
2569,194669.0735
2570,121213.321075
2571,174982.816389
2572,187759.518443
2573,225511.61142
2574,323185.315122
2575,125715.458011
2576,130678.400955
2577,170169.950421
2578,108067.5254
2579,89318.6084916
2580,135587.227531
2581,128377.487402
2582,121258.007434
2583,260592.549101
2584,158385.433404
2585,178999.813059
2586,217841.056901
2587,208063.407367
2588,164031.624203
2589,144282.244292
2590,214204.975135
2591,210125.085305
2592,221586.796925
2593,250613.068933
2594,177895.32058
2595,199984.588159
2596,355363.108495
2597,180479.291651
2598,278385.166717
2599,337464.436451
2600,152240.478495
2601,135486.177829
2602,87631.9799647
2603,92547.0260534
2604,90155.2619071
2605,88733.5983624
2606,140634.13863
2607,170301.982136
2608,200112.703523
2609,168204.290662
2610,119466.403278
2611,160722.670082
2612,151971.458796
2613,129459.650501
2614,129331.56441
2615,151424.647058
2616,136765.604838
2617,168804.804508
2618,185735.654274
2619,230514.565188
2620,185423.079543
2621,184364.027034
2622,186558.473671
2623,254030.85017
2624,279858.984893
2625,357276.111424
2626,160494.936194
2627,193207.669258
2628,410900.093976
2629,452821.093154
2630,327904.066068
2631,437849.880605
2632,401474.534064
2633,294160.426646
2634,383626.314935
2635,149080.577129
2636,194451.644458
2637,194262.503299
2638,242864.289048
2639,188293.826193
2640,153121.605472
2641,110778.031435
2642,191525.718324
2643,111799.962831
2644,129427.554668
2645,102723.389744
2646,98039.0113733
2647,103857.07845
2648,142618.272359
2649,141077.598633
2650,158194.074401
2651,152740.914304
2652,413177.319434
2653,259828.843503
2654,258134.994823
2655,390792.732315
2656,312762.770915
2657,302450.731685
2658,298291.726461
2659,294171.571209
2660,331738.231199
2661,354201.639136
2662,365779.18153
2663,308685.934153
2664,270459.787178
2665,324311.161024
2666,277597.497494
2667,170068.043231
2668,179312.513208
2669,176969.021324
2670,284552.144113
2671,179188.164046
2672,184939.69278
2673,206234.185105
2674,201502.298008
2675,171160.087085
2676,188586.819026
2677,196769.105222
2678,256899.958618
2679,284787.758496
2680,269971.183082
2681,381644.403649
2682,323453.097403
2683,480785.216957
2684,302850.871876
2685,357471.291667
2686,267566.90051
2687,325190.458178
2688,228636.574272
2689,216409.228552
2690,418734.847239
2691,187350.045178
2692,152708.581174
2693,193371.214195
2694,151801.919492
2695,193801.686587
2696,185891.050432
2697,189949.713695
2698,197819.972868
2699,183131.269005
2700,164530.457517
2701,146261.287728
2702,120633.7933
2703,139195.771124
2704,140702.57653
2705,126350.285847
2706,118402.944558
2707,124621.453788
2708,134155.168036
2709,101621.685167
2710,126985.44409
2711,297066.078545
2712,365974.100341
2713,179933.462122
2714,152859.016561
2715,171141.644961
2716,156796.214764
2717,179202.888383
2718,232375.183716
2719,161653.815832
2720,172416.153922
2721,139321.332836
2722,154757.568956
2723,146882.417861
2724,131316.372399
2725,141187.717814
2726,147953.147582
2727,182070.588991
2728,170481.105907
2729,149918.417595
2730,143310.354792
2731,124121.660192
2732,119295.804787
2733,161073.830054
2734,138437.035881
2735,131549.546853
2736,144810.166769
2737,124112.32557
2738,135159.28613
2739,158892.231458
2740,132002.500222
2741,145402.025948
2742,148237.020559
2743,145426.150087
2744,141851.149762
2745,134757.292778
2746,134746.056743
2747,155065.480422
2748,130202.852053
2749,128959.027935
2750,133431.902861
2751,127111.273987
2752,245591.681925
2753,158289.458803
2754,192864.694529
2755,128927.642841
2756,102552.073582
2757,79450.2322067
2758,90709.5948581
2759,151823.398668
2760,142011.326283
2761,143476.820452
2762,146603.119345
2763,190759.846317
2764,173481.620719
2765,275649.943912
2766,147250.287793
2767,91062.6853689
2768,125699.613232
2769,140390.511511
2770,168302.235937
2771,116200.556859
2772,125618.603531
2773,148480.709851
2774,136214.771174
2775,136378.223787
2776,149644.724631
2777,152236.003572
2778,127970.39641
2779,126603.941396
2780,100038.355499
2781,112234.865013
2782,101175.41829
2783,105155.557273
2784,129874.211872
2785,135921.774122
2786,90058.9175018
2787,120201.195265
2788,94517.1184023
2789,213168.049676
2790,84413.1866596
2791,120103.297307
2792,79794.8771986
2793,171711.78439
2794,110604.800465
2795,118764.636162
2796,111892.790848
2797,199961.518477
2798,124913.633548
2799,120407.303247
2800,68611.4476414
2801,116158.857584
2802,138455.284958
2803,155690.290961
2804,143665.136349
2805,87612.000721
2806,106511.35728
2807,175678.236063
2808,144471.322988
2809,137203.362445
2810,139570.160977
2811,155163.21446
2812,146471.105351
2813,154777.185758
2814,155765.529139
2815,87115.746378
2816,241539.719224
2817,129730.172023
2818,132953.54802
2819,175731.504404
2820,130255.675381
2821,94723.5190189
2822,176812.955914
2823,227661.028701
2824,175818.302008
2825,144894.184106
2826,135248.614011
2827,147853.333734
2828,212356.832689
2829,169301.250856
2830,236297.112328
2831,194212.961359
2832,225276.785977
2833,300125.545005
2834,214969.504273
2835,218321.141415
2836,197827.492832
2837,167942.321032
2838,153383.976182
2839,180534.398613
2840,196109.744463
2841,201528.069079
2842,220805.391162
2843,155119.54272
2844,155530.434573
2845,121396.522389
2846,207433.613969
2847,197853.243542
2848,212126.483367
2849,207497.180948
2850,291102.129112
2851,232568.470176
2852,232106.929301
2853,221405.20369
2854,144173.770455
2855,206382.94847
2856,208717.263894
2857,195077.823636
2858,208353.088268
2859,135940.511234
2860,136336.697607
2861,150813.144397
2862,203674.214296
2863,136473.82121
2864,260268.803876
2865,141843.729418
2866,157702.105886
2867,100012.610052
2868,118029.962034
2869,125216.88685
2870,157102.726024
2871,114160.953315
2872,66448.1756483
2873,98263.0461146
2874,145510.720545
2875,106929.477087
2876,162834.205194
2877,141124.763325
2878,167361.85357
2879,153662.941178
2880,99588.1982357
2881,147562.484106
2882,163989.219851
2883,181205.738526
2884,188514.059319
2885,180158.291314
2886,193475.212039
2887,87527.7277818
2888,126779.120985
2889,61243.2836006
2890,92419.7057374
2891,138404.13314
2892,64567.3794201
2893,115525.437683
2894,66122.3008754
2895,300576.919644
2896,265178.357372
2897,199502.3244
2898,153624.396319
2899,225967.137111
2900,157003.231869
2901,190100.435296
2902,187897.976148
2903,370280.651235
2904,354260.419611
2905,126937.397397
2906,212915.560979
2907,117061.631224
2908,130930.614469
2909,144584.087942
2910,84854.903823
2911,87631.9799647
2912,158786.943417
2913,88634.261118
2914,87832.9330373
2915,88191.3321636
2916,87964.4257262
2917,155896.701876
2918,119631.260486
2919,230883.343614
