Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Date_parsed,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,geopoint,prediction
Altona,29 Rose St,4,h,1780000,SP,Greg,4/06/2016,2016-06-04T00:00:00.000000Z,13.8,3018,4,3,6,1057,220,1962,Hobsons Bay,-37.8681,144.819,POINT(144.819 -37.8681),1362292.81236
Altona,1/170 Blyth St,3,u,630000,S,Barlow,6/08/2016,2016-08-06T00:00:00.000000Z,13.8,3018,2,1,2,311,94,1955,Hobsons Bay,-37.8702,144.8143,POINT(144.8143 -37.8702),628649.773944
Altona,156 Maidstone St,3,h,660000,VB,Greg,7/05/2016,2016-05-07T00:00:00.000000Z,13.8,3018,3,1,1,602,123,1955,Hobsons Bay,-37.8616,144.8116,POINT(144.8116 -37.8616),684298.403003
Altona,1/136 Queen St,2,u,580000,S,Barlow,8/10/2016,2016-10-08T00:00:00.000000Z,13.8,3018,2,1,1,225,93,1988,Hobsons Bay,-37.8696,144.827,POINT(144.827 -37.8696),633071.253271
Altona,173 Queen St,3,h,1335000,S,hockingstuart,8/10/2016,2016-10-08T00:00:00.000000Z,13.8,3018,3,1,4,777,22,1953,Hobsons Bay,-37.8697,144.8249,POINT(144.8249 -37.8697),905799.414388
Altona,1/265 Queen St,3,t,800000,SP,hockingstuart,8/10/2016,2016-10-08T00:00:00.000000Z,13.8,3018,3,2,2,280,,1997,Hobsons Bay,-37.8734,144.8143,POINT(144.8143 -37.8734),681620.763705
Altona,3/26 Grieve Pde,2,u,510000,S,Village,10/09/2016,2016-09-10T00:00:00.000000Z,13.8,3018,2,1,1,127,76,1990,Hobsons Bay,-37.8686,144.8182,POINT(144.8182 -37.8686),462004.250838
Altona,4/5 Rose St,2,u,425000,S,hockingstuart,10/09/2016,2016-09-10T00:00:00.000000Z,13.8,3018,2,1,2,115,57,1980,Hobsons Bay,-37.871,144.8185,POINT(144.8185 -37.871),444789.700291
Altona,4/31 Millers Rd,2,u,391000,SP,Greg,11/02/2017,2017-02-11T00:00:00.000000Z,13.8,3018,2,1,1,0,65,1965,Hobsons Bay,-37.8678,144.8384,POINT(144.8384 -37.8678),384296.056441
Altona,24 Wren St,4,h,845000,S,hockingstuart,11/02/2017,2017-02-11T00:00:00.000000Z,13.8,3018,4,1,2,745,130,1950,Hobsons Bay,-37.8658,144.8155,POINT(144.8155 -37.8658),920332.656872
Altona,4/57 Blyth St,3,u,730000,SP,Barlow,13/08/2016,2016-08-13T00:00:00.000000Z,13.8,3018,3,2,1,69,141,2014,Hobsons Bay,-37.868,144.8286,POINT(144.8286 -37.868),634730.842571
Altona,164 Maidstone St,3,h,635000,S,Sweeney,14/05/2016,2016-05-14T00:00:00.000000Z,13.8,3018,3,1,4,625,,1960,Hobsons Bay,-37.8611,144.8114,POINT(144.8114 -37.8611),711820.148831
Altona,3/46 Sargood St,2,u,447000,S,Burnham,15/10/2016,2016-10-15T00:00:00.000000Z,13.8,3018,2,1,1,137,77,1990,Hobsons Bay,-37.8655,144.8299,POINT(144.8299 -37.8655),463061.722357
Altona,22 Fenfield St,3,h,678000,S,hockingstuart,16/04/2016,2016-04-16T00:00:00.000000Z,13.8,3018,3,1,2,606,87,1950,Hobsons Bay,-37.8608,144.8124,POINT(144.8124 -37.8608),649638.570579
Altona,5/8 David St,2,u,580000,PI,Biggin,16/07/2016,2016-07-16T00:00:00.000000Z,13.8,3018,2,2,1,175,76,2013,Hobsons Bay,-37.8687,144.8268,POINT(144.8268 -37.8687),575665.892539
Altona,27 McIntyre Dr,3,h,840000,SP,Greg,18/03/2017,2017-03-18T00:00:00.000000Z,13.8,3018,3,2,2,534,136,1965,Hobsons Bay,-37.86,144.8245,POINT(144.8245 -37.86),743540.646028
Altona,3/20 Mulga St,3,u,577000,S,Williams,23/04/2016,2016-04-23T00:00:00.000000Z,13.8,3018,3,2,1,205,113,2007,Hobsons Bay,-37.8684,144.815,POINT(144.815 -37.8684),627539.272827
Altona,104 Maidstone St,2,h,857000,SP,hockingstuart,27/11/2016,2016-11-27T00:00:00.000000Z,13.8,3018,2,2,1,675,100,1950,Hobsons Bay,-37.8653,144.8129,POINT(144.8129 -37.8653),773679.465706
Altona,5/57 Blyth St,3,u,730000,SP,Barlow,28/05/2016,2016-05-28T00:00:00.000000Z,13.8,3018,3,2,1,70,3,2014,Hobsons Bay,-37.868,144.8285,POINT(144.8285 -37.868),624439.209331
Altona,3 Curtin Ct,4,h,931000,S,Sweeney,28/08/2016,2016-08-28T00:00:00.000000Z,13.8,3018,4,2,3,532,,1970,Hobsons Bay,-37.8637,144.8365,POINT(144.8365 -37.8637),827148.061188
Altona,2/60 David St,2,h,535600,SP,Compton,30/07/2016,2016-07-30T00:00:00.000000Z,13.8,3018,2,1,1,154,91,1996,Hobsons Bay,-37.8646,144.8272,POINT(144.8272 -37.8646),497827.158042
Altona North,45 Hearn St,5,h,1085000,S,FN,3/09/2016,2016-09-03T00:00:00.000000Z,11.1,3025,5,3,6,592,251,1965,Hobsons Bay,-37.8388,144.8567,POINT(144.8567 -37.8388),1195733.62872
Altona North,4 Knapp St,3,h,781000,S,Jas,3/09/2016,2016-09-03T00:00:00.000000Z,11.1,3025,3,1,2,533,117,1970,Hobsons Bay,-37.8291,144.835,POINT(144.835 -37.8291),721366.373029
Altona North,3/66 Marion St,2,t,421000,S,hockingstuart,4/03/2017,2017-03-04T00:00:00.000000Z,11.1,3025,2,1,1,77,77,2009,Hobsons Bay,-37.8351,144.8529,POINT(144.8529 -37.8351),454403.108005
Altona North,33 Carthy St,3,h,683000,S,FN,4/06/2016,2016-06-04T00:00:00.000000Z,11.1,3025,3,1,2,534,167,1967,Hobsons Bay,-37.8284,144.8355,POINT(144.8355 -37.8284),752973.007989
Altona North,1/5 Little St,3,h,720000,VB,Greg,6/08/2016,2016-08-06T00:00:00.000000Z,11.1,3025,3,2,1,0,130,2012,Hobsons Bay,-37.8379,144.8583,POINT(144.8583 -37.8379),659238.564338
Altona North,1/95 Mills St,3,h,588000,S,Williams,7/05/2016,2016-05-07T00:00:00.000000Z,11.1,3025,3,1,1,328,118,1970,Hobsons Bay,-37.838,144.8555,POINT(144.8555 -37.838),649896.962382
Altona North,5 Binns St,3,h,710000,PI,Village,7/11/2016,2016-11-07T00:00:00.000000Z,11.1,3025,3,1,3,540,116,1960,Hobsons Bay,-37.8294,144.8378,POINT(144.8378 -37.8294),719147.373304
Altona North,25 Allan St,4,h,875000,SP,Jas,8/10/2016,2016-10-08T00:00:00.000000Z,11.1,3025,3,1,4,559,169,1965,Hobsons Bay,-37.8448,144.8529,POINT(144.8529 -37.8448),839895.550176
